view_history,rt,part,trial_type,trial_index,time_elapsed,internal_node_id,subject_id,stimulus,key_press,button_pressed,make_sense,correct,responses,correct_letters,set_number,size,letters_recalled,audio_id,audio_file,retransc
,4063.914999977,sentence-pre,html-button-response,13,118507,0.0-13.0,2,<p style='font-size: 1.3em'>All parents hope their list will grow up to be intelligent.</p>,,0,0,1,,,,,,,,
,,letter-pre,html-keyboard-response,14,119517,0.0-14.0,2,<p class='mono' style='font-size: 2.5em' >T</p>,,,,,,,,,,,,
,6015.7400000026,sentence-pre,html-button-response,15,125847,0.0-15.0,2,"<p style='font-size: 1.3em'>When John and Amy moved to Canada, their wish had a huge garage sale.</p>",,0,0,1,,,,,,,,
,,letter-pre,html-keyboard-response,16,126851,0.0-16.0,2,<p class='mono' style='font-size: 2.5em' >N</p>,,,,,,,,,,,,
,5969.8799999896,sentence-pre,html-button-response,17,133141,0.0-17.0,2,"<p style='font-size: 1.3em'>In the fall, my gift and I love to work together in the yard.</p>",,0,0,1,,,,,,,,
,,letter-pre,html-keyboard-response,18,134153,0.0-18.0,2,<p class='mono' style='font-size: 2.5em' >P</p>,,,,,,,,,,,,
,7137.6650000166,sentence-pre,html-button-response,19,141595,0.0-19.0,2,"<p style='font-size: 1.3em'>At church yesterday morning, Jim's daughter made a terrible plum.</p>",,1,0,0,,,,,,,,
,,letter-pre,html-keyboard-response,20,142605,0.0-20.0,2,<p class='mono' style='font-size: 2.5em' >Q</p>,,,,,,,,,,,,
,4722.929999989,sentence-pre,html-button-response,21,147647,0.0-21.0,2,"<p style='font-size: 1.3em'>Unaware of the hunter, the deer wandered into his shotgun range. </p>",,1,1,1,,,,,,,,
,,letter-pre,html-keyboard-response,22,148654,0.0-22.0,2,<p class='mono' style='font-size: 2.5em' >L</p>,,,,,,,,,,,,
,4337.2299999755,sentence-pre,html-button-response,23,153318,0.0-23.0,2,"<p style='font-size: 1.3em'>Since it was the last game, it was hard to cope with the loss.</p>",,1,1,1,,,,,,,,
,,letter-pre,html-keyboard-response,24,154329,0.0-24.0,2,<p class='mono' style='font-size: 2.5em' >S</p>,,,,,,,,,,,,
,7489.8099999991,recall-pre,survey-html-form,25,162130,0.0-25.0,2,,,,,0,"{""response"":""TNRQLS""}",TNPQLS,2,6,TNRQLS,,,
,6651.6150000098,sentence-pre,html-button-response,26,168790,0.0-26.0,2,"<p style='font-size: 1.3em'>Because she gets to knife early, Amy usually gets a good parking spot.</p>",,0,0,1,,,,,,,,
,,letter-pre,html-keyboard-response,27,169799,0.0-27.0,2,<p class='mono' style='font-size: 2.5em' >F</p>,,,,,,,,,,,,
,4415.6099999964,sentence-pre,html-button-response,28,174528,0.0-28.0,2,<p style='font-size: 1.3em'>The only furniture Steve had in his first bowl was his waterbed.</p>,,1,0,0,,,,,,,,
,,letter-pre,html-keyboard-response,29,175539,0.0-29.0,2,<p class='mono' style='font-size: 2.5em' >R</p>,,,,,,,,,,,,
,2714.7850000183,sentence-pre,html-button-response,30,178565,0.0-30.0,2,"<p style='font-size: 1.3em'>Last year, Mike was given detention for running in the hall.</p>",,1,1,1,,,,,,,,
,,letter-pre,html-keyboard-response,31,179581,0.0-31.0,2,<p class='mono' style='font-size: 2.5em' >Q</p>,,,,,,,,,,,,
,4331.4700000046,sentence-pre,html-button-response,32,184220,0.0-32.0,2,<p style='font-size: 1.3em'>The huge clouds covered the morning slide and the rain began to fall.</p>,,1,0,0,,,,,,,,
,,letter-pre,html-keyboard-response,33,185239,0.0-33.0,2,<p class='mono' style='font-size: 2.5em' >L</p>,,,,,,,,,,,,
,4320.4149999947,recall-pre,survey-html-form,34,189873,0.0-34.0,2,,,,,1,"{""response"":""FRQL""}",FRQL,3,4,FRQL,,,
,4353.6599999934,sentence-pre,html-button-response,35,194236,0.0-35.0,2,<p style='font-size: 1.3em'>After one date I knew that Linda's sister simply was not my type.</p>,,1,1,1,,,,,,,,
,,letter-pre,html-keyboard-response,36,195245,0.0-36.0,2,<p class='mono' style='font-size: 2.5em' >S</p>,,,,,,,,,,,,
,6488.2849999995,sentence-pre,html-button-response,37,202064,0.0-37.0,2,<p style='font-size: 1.3em'>Jason broke his arm when he fell from the tree onto the ground. </p>,,1,1,1,,,,,,,,
,,letter-pre,html-keyboard-response,38,203088,0.0-38.0,2,<p class='mono' style='font-size: 2.5em' >Y</p>,,,,,,,,,,,,
,12269.86499998,sentence-pre,html-button-response,39,215680,0.0-39.0,2,<p style='font-size: 1.3em'>Most people agree that Monday is the worst stick of the week.</p>,,0,0,1,,,,,,,,
,,letter-pre,html-keyboard-response,40,216698,0.0-40.0,2,<p class='mono' style='font-size: 2.5em' >J</p>,,,,,,,,,,,,
,10257.975000015,sentence-pre,html-button-response,41,227269,0.0-41.0,2,"<p style='font-size: 1.3em'>On warm sunny afternoons, I like to walk in the park.</p>",,1,1,1,,,,,,,,
,,letter-pre,html-keyboard-response,42,228274,0.0-42.0,2,<p class='mono' style='font-size: 2.5em' >P</p>,,,,,,,,,,,,
,3246.4150000014,sentence-pre,html-button-response,43,231840,0.0-43.0,2,<p style='font-size: 1.3em'>With intense determination he overcame all obstacles and won the race.</p>,,1,1,1,,,,,,,,
,,letter-pre,html-keyboard-response,44,232845,0.0-44.0,2,<p class='mono' style='font-size: 2.5em' >K</p>,,,,,,,,,,,,
,5688.4149999823,recall-pre,survey-html-form,45,238847,0.0-45.0,2,,,,,0,"{""response"":""JPK""}",SYJPK,4,5,JPK,,,
,3840.7000000007,sentence-pre,html-button-response,46,242696,0.0-46.0,2,<p style='font-size: 1.3em'>A person should never be discriminated against based on his race.</p>,,1,1,1,,,,,,,,
,,letter-pre,html-keyboard-response,47,243707,0.0-47.0,2,<p class='mono' style='font-size: 2.5em' >K</p>,,,,,,,,,,,,
,4684.5949999988,sentence-pre,html-button-response,48,248704,0.0-48.0,2,<p style='font-size: 1.3em'>My mother has always told me that it is not polite to shine.</p>,,0,0,1,,,,,,,,
,,letter-pre,html-keyboard-response,49,249709,0.0-49.0,2,<p class='mono' style='font-size: 2.5em' >L</p>,,,,,,,,,,,,
,11266.21999999,sentence-pre,html-button-response,50,261290,0.0-50.0,2,<p style='font-size: 1.3em'>The lemonade players decided to play two out of three sets.</p>,,1,0,0,,,,,,,,
,,letter-pre,html-keyboard-response,51,262299,0.0-51.0,2,<p class='mono' style='font-size: 2.5em' >Y</p>,,,,,,,,,,,,
,9648.7100000086,sentence-pre,html-button-response,52,272260,0.0-52.0,2,<p style='font-size: 1.3em'>Raising children requires a lot of dust and the ability to be firm.</p>,,1,0,0,,,,,,,,
,,letter-pre,html-keyboard-response,53,273314,0.0-53.0,2,<p class='mono' style='font-size: 2.5em' >S</p>,,,,,,,,,,,,
,3444.2500000005,sentence-pre,html-button-response,54,277067,0.0-54.0,2,<p style='font-size: 1.3em'>The gathering crowd turned to look when they heard the gun shot.</p>,,1,1,1,,,,,,,,
,,letter-pre,html-keyboard-response,55,278071,0.0-55.0,2,<p class='mono' style='font-size: 2.5em' >Q</p>,,,,,,,,,,,,
,9117.0500000007,sentence-pre,html-button-response,56,287508,0.0-56.0,2,<p style='font-size: 1.3em'>As soon as I get done taking this envy I am going to go home.</p>,,1,0,0,,,,,,,,
,,letter-pre,html-keyboard-response,57,288517,0.0-57.0,2,<p class='mono' style='font-size: 2.5em' >H</p>,,,,,,,,,,,,
,6060.5400000059,recall-pre,survey-html-form,58,294888,0.0-58.0,2,,,,,0,"{""response"":""TKSL""}",KLYSQH,5,6,TKSL,,,
,5759.9950000003,sentence-pre,html-button-response,59,300654,0.0-59.0,2,<p style='font-size: 1.3em'>Sue opened her purse and found she did not have any money.</p>,,1,1,1,,,,,,,,
,,letter-pre,html-keyboard-response,60,301668,0.0-60.0,2,<p class='mono' style='font-size: 2.5em' >H</p>,,,,,,,,,,,,
,8375.8350000135,sentence-pre,html-button-response,61,310356,0.0-61.0,2,"<p style='font-size: 1.3em'>Jill wanted a garden in her backyard, but the soil was mostly clay.</p>",,1,1,1,,,,,,,,
,,letter-pre,html-keyboard-response,62,311366,0.0-62.0,2,<p class='mono' style='font-size: 2.5em' >J</p>,,,,,,,,,,,,
,5563.0349999992,sentence-pre,html-button-response,63,317241,0.0-63.0,2,<p style='font-size: 1.3em'>Stacey stopped dating the light when she found out he had a wife.</p>,,0,0,1,,,,,,,,
,,letter-pre,html-keyboard-response,64,318249,0.0-64.0,2,<p class='mono' style='font-size: 2.5em' >R</p>,,,,,,,,,,,,
,18335.41,sentence-pre,html-button-response,65,336897,0.0-65.0,2,<p style='font-size: 1.3em'>I told the class that they would get a surprise if they were orange.</p>,,1,0,0,,,,,,,,
,,letter-pre,html-keyboard-response,66,337915,0.0-66.0,2,<p class='mono' style='font-size: 2.5em' >K</p>,,,,,,,,,,,,
,5648.1150000182,sentence-pre,html-button-response,67,343884,0.0-67.0,2,"<p style='font-size: 1.3em'>Jim was so tired of studying, he could not read another page.</p>",,1,1,1,,,,,,,,
,,letter-pre,html-keyboard-response,68,344898,0.0-68.0,2,<p class='mono' style='font-size: 2.5em' >S</p>,,,,,,,,,,,,
,5690.7300000021,recall-pre,survey-html-form,69,350913,0.0-69.0,2,,,,,1,"{""response"":""HJRKS""}",HJRKS,6,5,HJRKS,,,
"[{""page_index"":0,""viewing_time"":17605.745000008028},{""page_index"":1,""viewing_time"":5450.485000008484},{""page_index"":2,""viewing_time"":2171.4499999943655},{""page_index"":3,""viewing_time"":1407.4350000009872}]",26635.840000003,instruction,instructions,70,377562,0.0-70.0,2,,,,,,,,,,,,,
,,Pause,html-keyboard-response,71,378573,0.0-71.0,2,"",,,,,,,,,,,,
,,Beep Beep Beep,audio-keyboard-response,72,381837,0.0-72.0,2,../assets/beep_beep_beep.mp3,,,,,,,,,,,,
,,Pause,html-keyboard-response,73,382843,0.0-73.0,2,"",,,,,,,,,,,,
,,Audio,audio-keyboard-response,74,387913,0.0-74.0,2,audio/mp3/conf-001.mp3,,,,,,,,,,1,conf-001.mp3,
,12549.804999988,Retranscription,survey-html-form,75,400479,0.0-75.0,2,,,,,,"{""rep"":""What keeps us happy and healthy as we go through life""}",,,,,,,What keeps us happy and healthy as we go through life
,,Audio,audio-keyboard-response,76,405675,0.0-76.0,2,audio/mp3/conf-002.mp3,,,,,,,,,,2,conf-002.mp3,
,12499.634999986,Retranscription,survey-html-form,77,418183,0.0-77.0,2,,,,,,"{""rep"":""If you are going to invest now, in your future best self""}",,,,,,,"If you are going to invest now, in your future best self"
,,Audio,audio-keyboard-response,78,422044,0.0-78.0,2,audio/mp3/conf-003.mp3,,,,,,,,,,3,conf-003.mp3,
,7510.3799999924,Retranscription,survey-html-form,79,429571,0.0-79.0,2,,,,,,"{""rep"":""Where will you put your time and energy?\n""}",,,,,,,"Where will you put your time and energy?
"
,,Audio,audio-keyboard-response,80,433674,0.0-80.0,2,audio/mp3/conf-004.mp3,,,,,,,,,,4,conf-004.mp3,
,10009.030000016,Retranscription,survey-html-form,81,443692,0.0-81.0,2,,,,,,"{""rep"":""There was a recent survey of millenials, asking them\n""}",,,,,,,"There was a recent survey of millenials, asking them
"
,,Audio,audio-keyboard-response,82,447828,0.0-82.0,2,audio/mp3/conf-005.mp3,,,,,,,,,,5,conf-005.mp3,
,10010.255000001,Retranscription,survey-html-form,83,457845,0.0-83.0,2,,,,,,"{""rep"":""What there life most important go""}",,,,,,,What there life most important go
,,Audio,audio-keyboard-response,84,462744,0.0-84.0,2,audio/mp3/conf-006.mp3,,,,,,,,,,6,conf-006.mp3,
,10001.770000003,Retranscription,survey-html-form,85,472751,0.0-85.0,2,,,,,,"{""rep"":""And 80 percent said, that a major goal for th""}",,,,,,,"And 80 percent said, that a major goal for th"
,,Audio,audio-keyboard-response,86,475010,0.0-86.0,2,audio/mp3/conf-007.mp3,,,,,,,,,,7,conf-007.mp3,
,5010.9299999895,Retranscription,survey-html-form,87,480044,0.0-87.0,2,,,,,,"{""rep"":""Was to get rich\n\n\n""}",,,,,,,"Was to get rich


"
,,Audio,audio-keyboard-response,88,485016,0.0-88.0,2,audio/mp3/conf-008.mp3,,,,,,,,,,8,conf-008.mp3,
,9997.7700000163,Retranscription,survey-html-form,89,495030,0.0-89.0,2,,,,,,"{""rep"":""And the other fifty percent, of those same young adults\n""}",,,,,,,"And the other fifty percent, of those same young adults
"
,,Audio,audio-keyboard-response,90,501414,0.0-90.0,2,audio/mp3/conf-009.mp3,,,,,,,,,,9,conf-009.mp3,
,14993.654999998,Retranscription,survey-html-form,91,516439,0.0-91.0,2,,,,,,"{""rep"":""Said that a major life goals, was to be famous""}",,,,,,,"Said that a major life goals, was to be famous"
,,Audio,audio-keyboard-response,92,522744,0.0-92.0,2,audio/mp3/conf-010.mp3,,,,,,,,,,10,conf-010.mp3,
,15004.915000027,Retranscription,survey-html-form,93,537757,0.0-93.0,2,,,,,,"{""rep"":""And we're constantly told to lean in to push harder""}",,,,,,,And we're constantly told to lean in to push harder
,,Audio,audio-keyboard-response,94,540428,0.0-94.0,2,audio/mp3/conf-011.mp3,,,,,,,,,,11,conf-011.mp3,
,4983.6349999823,Retranscription,survey-html-form,95,545437,0.0-95.0,2,,,,,,"{""rep"":""And achieve more""}",,,,,,,And achieve more
,,Audio,audio-keyboard-response,96,549863,0.0-96.0,2,audio/mp3/conf-012.mp3,,,,,,,,,,12,conf-012.mp3,
,10006.824999989,Retranscription,survey-html-form,97,559876,0.0-97.0,2,,,,,,"{""rep"":""And those are the impression of things we need to go after""}",,,,,,,And those are the impression of things we need to go after
,,Audio,audio-keyboard-response,98,562674,0.0-98.0,2,audio/mp3/conf-013.mp3,,,,,,,,,,13,conf-013.mp3,
,4997.6550000138,Retranscription,survey-html-form,99,567679,0.0-99.0,2,,,,,,"{""rep"":""in order to have a good life""}",,,,,,,in order to have a good life
,,Audio,audio-keyboard-response,100,570924,0.0-100.0,2,audio/mp3/conf-014.mp3,,,,,,,,,,14,conf-014.mp3,
,7495.0599999866,Retranscription,survey-html-form,101,578440,0.0-101.0,2,,,,,,"{""rep"":""pictures of entire lives\n""}",,,,,,,"pictures of entire lives
"
,,Audio,audio-keyboard-response,102,581613,0.0-102.0,2,audio/mp3/conf-015.mp3,,,,,,,,,,15,conf-015.mp3,
,7510.7699999935,Retranscription,survey-html-form,103,589133,0.0-103.0,2,,,,,,"{""rep"":""of the choices that people make""}",,,,,,,of the choices that people make
,,Audio,audio-keyboard-response,104,592805,0.0-104.0,2,audio/mp3/conf-016.mp3,,,,,,,,,,16,conf-016.mp3,
,7489.2399999953,Retranscription,survey-html-form,105,600332,0.0-105.0,2,,,,,,"{""rep"":""and how those choices work out for them""}",,,,,,,and how those choices work out for them
,,Audio,audio-keyboard-response,106,604224,0.0-106.0,2,audio/mp3/conf-017.mp3,,,,,,,,,,17,conf-017.mp3,
,7481.6200000059,Retranscription,survey-html-form,107,611729,0.0-107.0,2,,,,,,"{""rep"":""those pictures are almost impossible to get""}",,,,,,,those pictures are almost impossible to get
,,Audio,audio-keyboard-response,108,615587,0.0-108.0,2,audio/mp3/conf-018.mp3,,,,,,,,,,18,conf-018.mp3,
,7502.0149999764,Retranscription,survey-html-form,109,623109,0.0-109.0,2,,,,,,"{""rep"":""most of what we know about human life""}",,,,,,,most of what we know about human life
,,Audio,audio-keyboard-response,110,627130,0.0-110.0,2,audio/mp3/conf-019.mp3,,,,,,,,,,19,conf-019.mp3,
,9995.7100000174,Retranscription,survey-html-form,111,637138,0.0-111.0,2,,,,,,"{""rep"":""we know from asking people about their past""}",,,,,,,we know from asking people about their past
,,Audio,audio-keyboard-response,112,642870,0.0-112.0,2,audio/mp3/conf-020.mp3,,,,,,,,,,20,conf-020.mp3,
,12495.82500002,Retranscription,survey-html-form,113,655377,0.0-113.0,2,,,,,,"{""rep"":""and as we know are insight 2020""}",,,,,,,and as we know are insight 2020
,,Audio,audio-keyboard-response,114,659513,0.0-114.0,2,audio/mp3/conf-021.mp3,,,,,,,,,,21,conf-021.mp3,
,9992.5800000201,Retranscription,survey-html-form,115,669520,0.0-115.0,2,,,,,,"{""rep"":""we forget of what happen in life""}",,,,,,,we forget of what happen in life
,,Audio,audio-keyboard-response,116,673163,0.0-116.0,2,audio/mp3/conf-022.mp3,,,,,,,,,,22,conf-022.mp3,
,7500.469999999,Retranscription,survey-html-form,117,680668,0.0-117.0,2,,,,,,"{""rep"":""and sometimes memory is write down creat""}",,,,,,,and sometimes memory is write down creat
,,Audio,audio-keyboard-response,118,686076,0.0-118.0,2,audio/mp3/conf-023.mp3,,,,,,,,,,23,conf-023.mp3,
,12501.149999996,Retranscription,survey-html-form,119,698587,0.0-119.0,2,,,,,,"{""rep"":""but what if we could watch entire lives""}",,,,,,,but what if we could watch entire lives
,,Audio,audio-keyboard-response,120,701964,0.0-120.0,2,audio/mp3/conf-024.mp3,,,,,,,,,,24,conf-024.mp3,
,7491.5350000083,Retranscription,survey-html-form,121,709469,0.0-121.0,2,,,,,,"{""rep"":""as they unfold through times""}",,,,,,,as they unfold through times
,,Audio,audio-keyboard-response,122,712257,0.0-122.0,2,audio/mp3/conf-025.mp3,,,,,,,,,,25,conf-025.mp3,
,5000.8349999844,Retranscription,survey-html-form,123,717269,0.0-123.0,2,,,,,,"{""rep"":""what if we could study people""}",,,,,,,what if we could study people
,,Audio,audio-keyboard-response,124,723241,0.0-124.0,2,audio/mp3/conf-026.mp3,,,,,,,,,,26,conf-026.mp3,
,12475.810000004,Retranscription,survey-html-form,125,735750,0.0-125.0,2,,,,,,"{""rep"":""from the time they were teenager to when they're""}",,,,,,,from the time they were teenager to when they're
,,Audio,audio-keyboard-response,126,739774,0.0-126.0,2,audio/mp3/conf-027.mp3,,,,,,,,,,27,conf-027.mp3,
,10000.624999986,Retranscription,survey-html-form,127,749783,0.0-127.0,2,,,,,,"{""rep"":""to see what keeps people happy and healthy""}",,,,,,,to see what keeps people happy and healthy
,,Audio,audio-keyboard-response,128,755458,0.0-128.0,2,audio/mp3/conf-028.mp3,,,,,,,,,,28,conf-028.mp3,
,12521.819999994,Retranscription,survey-html-form,129,767985,0.0-129.0,2,,,,,,"{""rep"":""we did that. The Harvard study of hard development""}",,,,,,,we did that. The Harvard study of hard development
,,Audio,audio-keyboard-response,130,773623,0.0-130.0,2,audio/mp3/conf-029.mp3,,,,,,,,,,29,conf-029.mp3,
,12501.340000017,Retranscription,survey-html-form,131,786137,0.0-131.0,2,,,,,,"{""rep"":""may be the longest study of adult life that's ever been done""}",,,,,,,may be the longest study of adult life that's ever been done
,,Audio,audio-keyboard-response,132,789333,0.0-132.0,2,audio/mp3/conf-030.mp3,,,,,,,,,,30,conf-030.mp3,
,7511.3200000196,Retranscription,survey-html-form,133,796849,0.0-133.0,2,,,,,,"{""rep"":""for 65 years""}",,,,,,,for 65 years
,,Audio,audio-keyboard-response,134,801914,0.0-134.0,2,audio/mp3/conf-031.mp3,,,,,,,,,,31,conf-031.mp3,
,12507.604999992,Retranscription,survey-html-form,135,814429,0.0-135.0,2,,,,,,"{""rep"":""We've tracked the lives of 724 men""}",,,,,,,We've tracked the lives of 724 men
,,Audio,audio-keyboard-response,136,819965,0.0-136.0,2,audio/mp3/conf-032.mp3,,,,,,,,,,32,conf-032.mp3,
,12487.62,Retranscription,survey-html-form,137,832472,0.0-137.0,2,,,,,,"{""rep"":""years after years, asking about they home life, their work, their heal""}",,,,,,,"years after years, asking about they home life, their work, their heal"
,,Audio,audio-keyboard-response,138,835726,0.0-138.0,2,audio/mp3/conf-033.mp3,,,,,,,,,,33,conf-033.mp3,
,7503.7050000101,Retranscription,survey-html-form,139,843238,0.0-139.0,2,,,,,,"{""rep"":""and of course, asking all along they way""}",,,,,,,"and of course, asking all along they way"
,,Audio,audio-keyboard-response,140,847403,0.0-140.0,2,audio/mp3/conf-034.mp3,,,,,,,,,,34,conf-034.mp3,
,9992.1150000009,Retranscription,survey-html-form,141,857408,0.0-141.0,2,,,,,,"{""rep"":""without knowing our their life stories are go""}",,,,,,,without knowing our their life stories are go
,,Audio,audio-keyboard-response,142,861373,0.0-142.0,2,audio/mp3/conf-035.mp3,,,,,,,,,,35,conf-035.mp3,
,7499.8699999996,Retranscription,survey-html-form,143,868882,0.0-143.0,2,,,,,,"{""rep"":""studies like this are extremly rare""}",,,,,,,studies like this are extremly rare
,,Audio,audio-keyboard-response,144,873340,0.0-144.0,2,audio/mp3/conf-036.mp3,,,,,,,,,,36,conf-036.mp3,
,9991.4049999788,Retranscription,survey-html-form,145,883355,0.0-145.0,2,,,,,,"{""rep"":""almost all of his fall apart over the decade""}",,,,,,,almost all of his fall apart over the decade
,,Audio,audio-keyboard-response,146,887074,0.0-146.0,2,audio/mp3/conf-037.mp3,,,,,,,,,,37,conf-037.mp3,
,7528.2000000007,Retranscription,survey-html-form,147,894611,0.0-147.0,2,,,,,,"{""rep"":""because too many people drop out of the study""}",,,,,,,because too many people drop out of the study
,,Audio,audio-keyboard-response,148,897993,0.0-148.0,2,audio/mp3/conf-038.mp3,,,,,,,,,,38,conf-038.mp3,
,7499.7000000149,Retranscription,survey-html-form,149,905504,0.0-149.0,2,,,,,,"{""rep"":""or funding for the research drop""}",,,,,,,or funding for the research drop
,,Audio,audio-keyboard-response,150,909901,0.0-150.0,2,audio/mp3/conf-039.mp3,,,,,,,,,,39,conf-039.mp3,
,10001.829999994,Retranscription,survey-html-form,151,919913,0.0-151.0,2,,,,,,"{""rep"":""or the researchers got distracted or they die""}",,,,,,,or the researchers got distracted or they die
,,Audio,audio-keyboard-response,152,923456,0.0-152.0,2,audio/mp3/conf-040.mp3,,,,,,,,,,40,conf-040.mp3,
,7512.3449999955,Retranscription,survey-html-form,153,930977,0.0-153.0,2,,,,,,"{""rep"":""and nobody moves the ball further down the field""}",,,,,,,and nobody moves the ball further down the field
,,Audio,audio-keyboard-response,154,933937,0.0-154.0,2,audio/mp3/conf-041.mp3,,,,,,,,,,41,conf-041.mp3,
,4995.8500000066,Retranscription,survey-html-form,155,938945,0.0-155.0,2,,,,,,"{""rep"":""but through a combination ""}",,,,,,,but through a combination 
,,Audio,audio-keyboard-response,156,943503,0.0-156.0,2,audio/mp3/conf-042.mp3,,,,,,,,,,42,conf-042.mp3,
,10010.804999998,Retranscription,survey-html-form,157,953519,0.0-157.0,2,,,,,,"{""rep"":""and the persistence of several generations of researchers""}",,,,,,,and the persistence of several generations of researchers
,,Audio,audio-keyboard-response,158,956053,0.0-158.0,2,audio/mp3/conf-043.mp3,,,,,,,,,,43,conf-043.mp3,
,4998.7499999988,Retranscription,survey-html-form,159,961059,0.0-159.0,2,,,,,,"{""rep"":""this study have survided""}",,,,,,,this study have survided
,,Audio,audio-keyboard-response,160,966073,0.0-160.0,2,audio/mp3/conf-044.mp3,,,,,,,,,,44,conf-044.mp3,
,12498.875000019,Retranscription,survey-html-form,161,978580,0.0-161.0,2,,,,,,"{""rep"":""about sixty of our 724 men""}",,,,,,,about sixty of our 724 men
,,Audio,audio-keyboard-response,162,982992,0.0-162.0,2,audio/mp3/conf-045.mp3,,,,,,,,,,45,conf-045.mp3,
,10001.805000007,Retranscription,survey-html-form,163,993005,0.0-163.0,2,,,,,,"{""rep"":""are still alive, still particpate in the study""}",,,,,,,"are still alive, still particpate in the study"
,,Audio,audio-keyboard-response,164,995823,0.0-164.0,2,audio/mp3/conf-046.mp3,,,,,,,,,,46,conf-046.mp3,
,5009.7999999998,Retranscription,survey-html-form,165,1000849,0.0-165.0,2,,,,,,"{""rep"":""most of them in their nineties""}",,,,,,,most of them in their nineties
,,Audio,audio-keyboard-response,166,1006024,0.0-166.0,2,audio/mp3/conf-047.mp3,,,,,,,,,,47,conf-047.mp3,
,12498.044999986,Retranscription,survey-html-form,167,1018529,0.0-167.0,2,,,,,,"{""rep"":""and you are now begining to study more than 2000 children""}",,,,,,,and you are now begining to study more than 2000 children
,,Audio,audio-keyboard-response,168,1020394,0.0-168.0,2,audio/mp3/conf-048.mp3,,,,,,,,,,48,conf-048.mp3,
,2508.8549999928,Retranscription,survey-html-form,169,1022912,0.0-169.0,2,,,,,,"{""rep"":""of this men""}",,,,,,,of this men
,,Audio,audio-keyboard-response,170,1025840,0.0-170.0,2,audio/mp3/conf-049.mp3,,,,,,,,,,49,conf-049.mp3,
,4995.185000007,Retranscription,survey-html-form,171,1030847,0.0-171.0,2,,,,,,"{""rep"":""and I'm the fourth director of the s""}",,,,,,,and I'm the fourth director of the s
,,Audio,audio-keyboard-response,172,1035995,0.0-172.0,2,audio/mp3/conf-050.mp3,,,,,,,,,,50,conf-050.mp3,
,12502.765000012,Retranscription,survey-html-form,173,1048508,0.0-173.0,2,,,,,,"{""rep"":""since 1938 we've track the lives of this men""}",,,,,,,since 1938 we've track the lives of this men
,,Audio,audio-keyboard-response,174,1054084,0.0-174.0,2,audio/mp3/conf-051.mp3,,,,,,,,,,51,conf-051.mp3,
,12515.119999996,Retranscription,survey-html-form,175,1066622,0.0-175.0,2,,,,,,"{""rep"":""sophmore in Harvard College""}",,,,,,,sophmore in Harvard College
,,Audio,audio-keyboard-response,176,1070343,0.0-176.0,2,audio/mp3/conf-052.mp3,,,,,,,,,,52,conf-052.mp3,
,7500.3450000077,Retranscription,survey-html-form,177,1077856,0.0-177.0,2,,,,,,"{""rep"":""they all finish college during WW2""}",,,,,,,they all finish college during WW2
,,Audio,audio-keyboard-response,178,1081144,0.0-178.0,2,audio/mp3/conf-053.mp3,,,,,,,,,,53,conf-053.mp3,
